"institution;period;sek;doi;is_hybrid"
"ki;2017;14000;10.1080/16549716.2017.1340253;FALSE"
"ki;2017;14000;10.1080/20018525.2017.1290193;FALSE"
"ki;2017;21500;10.1080/09638288.2017.1305456;TRUE"
"ki;2017;5673;10.1080/2331186x.2017.1316348;FALSE"
"ki;2017;13450;10.1016/j.redox.2017.03.013;FALSE"
"ki;2017;21500;10.1080/17435390.2017.1363309;TRUE"
"ki;2017;29400;10.1093/annweh/wxw022;TRUE"
"ki;2017;10556,2;10.1111/jsr.12626;TRUE"
"ki;2017;10764,7;10.1016/j.conctc.2017.01.005;FALSE"
"ki;2017;10764,7;10.1016/j.pmedr.2017.02.024;FALSE"
"ki;2017;10823,5;10.1016/j.pmedr.2016.12.024;FALSE"
"ki;2017;12050;10.14814/phy2.13261;FALSE"
"ki;2017;12917,6;10.1016/j.redox.2017.05.014;FALSE"
"ki;2017;13455,9;10.1016/j.redox.2017.06.013;FALSE"
"ki;2017;13640;10.1161/jaha.117.005858;FALSE"
"ki;2017;13640;10.1161/jaha.117.006279;FALSE"
"ki;2017;13904,4;10.1016/j.apergo.2017.02.004;TRUE"
"ki;2017;14128,7;10.1016/j.nicl.2017.08.014;FALSE"
"ki;2017;14220;10.1093/scan/nsx070;FALSE"
"ki;2017;14352,9;10.1016/j.ekir.2017.01.001;FALSE"
"ki;2017;14560;10.1002/mbo3.508;FALSE"
"ki;2017;15536;10.1002/cjp2.74;FALSE"
"ki;2017;15910;10.1002/sctm.17-0028;TRUE"
"ki;2017;16147,1;10.1016/j.jcrimjus.2017.01.002;TRUE"
"ki;2017;16147,1;10.1016/j.ssci.2017.10.021;TRUE"
"ki;2017;16420;10.1002/brb3.845;FALSE"
"ki;2017;17512,4;10.1002/stem.2509;TRUE"
"ki;2017;18049;10.1177/1460458217704248;TRUE"
"ki;2017;18450;10.1161/jaha.117.007742;FALSE"
"ki;2017;19286,8;10.1016/j.cognition.2017.04.005;TRUE"
"ki;2017;19735,3;10.1016/j.molmet.2017.11.001;FALSE"
"ki;2017;19735,3;10.1016/j.ydbio.2017.09.032;TRUE"
"ki;2017;19735,3;10.1016/j.yexcr.2017.02.035;TRUE"
"ki;2017;20632,4;10.1016/j.vaccine.2017.01.055;TRUE"
"ki;2017;20991,2;10.1016/j.invent.2017.11.003;FALSE"
"ki;2017;21300;10.1093/nar/gkx006;FALSE"
"ki;2017;21300;10.1093/nar/gkx339;FALSE"
"ki;2017;21300;10.1093/nar/gkx707;FALSE"
"ki;2017;21300;10.1093/nar/gkx940;FALSE"
"ki;2017;21451,4;10.1177/1352458517721356;TRUE"
"ki;2017;21500;10.1080/0284186x.2017.1310394;TRUE"
"ki;2017;21850;10.1093/nar/gkx111;FALSE"
"ki;2017;21972,2;10.1177/1352458517690618;TRUE"
"ki;2017;22426,5;10.1016/j.ijheh.2017.11.003;TRUE"
"ki;2017;22426,5;10.1016/j.redox.2017.06.002;FALSE"
"ki;2017;23062,5;10.1161/jaha.117.006778;FALSE"
"ki;2017;23062,5;10.1161/jaha.117.007123;FALSE"
"ki;2017;23270;10.1111/acel.12588;TRUE"
"ki;2017;23323,5;10.1016/j.jid.2017.08.003;TRUE"
"ki;2017;23323,5;10.1016/j.tiv.2017.09.016;TRUE"
"ki;2017;23451;10.1016/j.bbr.2016.08.058;TRUE"
"ki;2017;23480;10.1111/jcmm.13305;FALSE"
"ki;2017;23900;10.1093/carcin/bgy059;TRUE"
"ki;2017;23900;10.1093/mutage/gex027;TRUE"
"ki;2017;24380;10.1093/gerona/glx115;TRUE"
"ki;2017;24380;10.1093/humupd/dmx036;TRUE"
"ki;2017;24380;10.1093/toxsci/kfx289;TRUE"
"ki;2017;24441,6;10.1093/infdis/jix474;TRUE"
"ki;2017;24500;10.1093/bioinformatics/btx225;TRUE"
"ki;2017;24500;10.1093/chemse/bjx006;TRUE"
"ki;2017;24500;10.1093/hmg/ddx146;TRUE"
"ki;2017;24500;10.1093/occmed/kqx111;TRUE"
"ki;2017;24669,1;10.1016/j.jaac.2017.05.001;TRUE"
"ki;2017;25000;10.1002/em.22163;TRUE"
"ki;2017;25000;10.1002/mds.27120;TRUE"
"ki;2017;25000;10.1111/acer.13568;TRUE"
"ki;2017;25000;10.1111/cpf.12429;TRUE"
"ki;2017;25000;10.1111/cpf.12449;TRUE"
"ki;2017;25000;10.1111/febs.14010;TRUE"
"ki;2017;25000;10.1111/risa.12929;TRUE"
"ki;2017;25000;10.1111/tmi.12823;TRUE"
"ki;2017;25117,7;10.1016/j.cellsig.2017.10.008;TRUE"
"ki;2017;25117,7;10.1016/j.expneurol.2017.02.014;TRUE"
"ki;2017;25117,7;10.1016/j.mce.2017.10.001;TRUE"
"ki;2017;25117,7;10.1016/j.neuroimage.2017.04.031;TRUE"
"ki;2017;25600;10.1093/gerona/glx178;TRUE"
"ki;2017;25730;10.1093/ije/dyx238;TRUE"
"ki;2017;25730;10.1093/intqhc/mzy001;TRUE"
"ki;2017;25911,8;10.1016/j.blre.2017.08.009;TRUE"
"ki;2017;26000;10.1093/aje/kwx170;TRUE"
"ki;2017;26000;10.1093/cercor/bhx004;TRUE"
"ki;2017;26000;10.1093/cercor/bhx045;TRUE"
"ki;2017;26000;10.1093/jamia/ocx038;TRUE"
"ki;2017;26037,5;10.1111/nin.12217;TRUE"
"ki;2017;2619,1;10.1080/23723556.2017.1287554;TRUE"
"ki;2017;26670;10.1111/1467-9566.12719;TRUE"
"ki;2017;26911,8;10.1016/j.atherosclerosis.2017.09.031;TRUE"
"ki;2017;26911,8;10.1016/j.ebiom.2017.11.009;FALSE"
"ki;2017;26911,8;10.1016/j.euroneuro.2017.03.007;TRUE"
"ki;2017;26911,8;10.1016/j.eurpsy.2017.04.005;TRUE"
"ki;2017;26911,8;10.1016/j.healthpol.2017.04.013;TRUE"
"ki;2017;26911,8;10.1016/j.jad.2017.06.013;TRUE"
"ki;2017;26911,8;10.1016/j.jalz.2017.05.004;TRUE"
"ki;2017;26911,8;10.1016/j.jalz.2017.09.006;TRUE"
"ki;2017;26911,8;10.1016/j.surg.2017.02.017;TRUE"
"ki;2017;26911,8;10.1053/j.gastro.2017.11.002;TRUE"
"ki;2017;27058,8;10.1053/j.ajkd.2016.10.036;TRUE"
"ki;2017;27300;10.1093/cercor/bhx294;TRUE"
"ki;2017;27300;10.1093/cercor/bhx299;TRUE"
"ki;2017;27300;10.1093/jnci/djx270;TRUE"
"ki;2017;27300;10.1093/jnci/djy021;TRUE"
"ki;2017;27808,8;10.1016/j.apergo.2017.02.012;TRUE"
"ki;2017;28170;10.1002/hep4.1124;FALSE"
"ki;2017;28705,8;10.1016/j.jid.2016.11.033;TRUE"
"ki;2017;28705,9;10.1016/j.envres.2017.10.049;TRUE"
"ki;2017;29250;10.1093/molehr/gax056;TRUE"
"ki;2017;29400;10.1093/bioinformatics/bty100;TRUE"
"ki;2017;29400;10.1093/ije/dyw357;TRUE"
"ki;2017;29602,9;10.1016/j.jaci.2017.06.043;TRUE"
"ki;2017;29602,9;10.1016/j.jagp.2017.06.008;TRUE"
"ki;2017;29602,9;10.1016/j.jpain.2017.02.434;TRUE"
"ki;2017;29602,9;10.1016/j.jpsychores.2017.08.009;TRUE"
"ki;2017;29764,7;10.1016/j.soard.2017.01.004;TRUE"
"ki;2017;30830;10.1111/1471-0528.15034;TRUE"
"ki;2017;30876;10.1093/bfgp/elx036;TRUE"
"ki;2017;30876;10.1093/ije/dyx208;TRUE"
"ki;2017;31200;10.1093/aje/kwx178;TRUE"
"ki;2017;31250;10.1111/aogs.13157;TRUE"
"ki;2017;31397,1;10.1016/j.biomaterials.2017.03.025;TRUE"
"ki;2017;31397,1;10.1016/j.envint.2017.02.004;TRUE"
"ki;2017;31397,1;10.1016/j.envint.2017.02.006;TRUE"
"ki;2017;31397,1;10.1016/j.envint.2017.04.013;TRUE"
"ki;2017;31397,1;10.1016/j.fertnstert.2017.05.010;TRUE"
"ki;2017;31397,1;10.1016/j.taap.2017.11.009;TRUE"
"ki;2017;31845,6;10.1016/j.amjmed.2017.02.028;TRUE"
"ki;2017;32294,1;10.1016/j.jamda.2017.08.014;TRUE"
"ki;2017;32760;10.1093/cercor/bhy062;TRUE"
"ki;2017;33000;10.15252/emmm.201707661;TRUE"
"ki;2017;33000;10.15252/msb.20167374;FALSE"
"ki;2017;33000;10.15252/msb.20177834;FALSE"
"ki;2017;34290;10.1002/pds.4372;TRUE"
"ki;2017;34812;10.1093/gerona/gly060;TRUE"
"ki;2017;34985,3;10.1016/j.conb.2017.10.005;TRUE"
"ki;2017;34985,3;10.1016/j.conb.2017.11.004;TRUE"
"ki;2017;34985,3;10.1016/j.sbi.2017.03.006;TRUE"
"ki;2017;35000;10.1002/jcp.25818;TRUE"
"ki;2017;35000;10.1111/jcpe.12670;TRUE"
"ki;2017;35830;10.1002/jcc.24692;TRUE"
"ki;2017;35907;10.1093/cid/cix437;TRUE"
"ki;2017;36670;10.1002/acr.23419;TRUE"
"ki;2017;40700;10.1111/jgs.14868;TRUE"
"ki;2017;42712,5;10.1111/exd.13284;TRUE"
"ki;2017;4485,3;10.1016/j.jsxm.2017.04.061;TRUE"
"ki;2017;44853;10.1016/j.cell.2017.05.033;TRUE"
"ki;2017;44853;10.1016/j.celrep.2017.05.011;FALSE"
"ki;2017;44853;10.1016/j.celrep.2017.05.030;FALSE"
"ki;2017;44853;10.1016/j.celrep.2017.05.067;FALSE"
"ki;2017;44853;10.1016/j.celrep.2017.07.004;FALSE"
"ki;2017;44853;10.1016/j.celrep.2017.08.021;FALSE"
"ki;2017;44853;10.1016/j.immuni.2017.01.009;TRUE"
"ki;2017;4509,8;10.1016/j.scr.2016.12.006;FALSE"
"ki;2017;5000;10.1016/j.pmedr.2017.02.009;FALSE"
"ki;2017;6727,9;10.1016/j.pvr.2017.05.002;FALSE"
"ki;2017;8611,8;10.1016/j.jcte.2017.06.001;FALSE"
"ki;2017;36000;10.1111/cea.12911;TRUE"
"ki;2017;35000;10.1111/joim.12594;TRUE"
"ki;2020;12719,08;10.1016/j.redox.2019.101387;FALSE"
"ki;2020;24206,52;10.1136/jclinpath-2019-206300;TRUE"
"ki;2020;34632,3;10.1093/infdis/jiaa036;TRUE"
"ki;2020;19047,8;10.1152/ajpcell.00540.2019;FALSE"
"ki;2020;38200,11;10.1212/WNL.0000000000008745;TRUE"
"ki;2020;30153,2;10.1016/j.stemcr.2020.02.006;FALSE"
"ki;2020;19243,4;10.1074/mcp.RA119.001737;TRUE"
"ki;2020;33134,74;10.1111/febs.15197;TRUE"
"ki;2020;23586,5;10.7554/eLife.46756;FALSE"
"ki;2020;31659,9;10.1002/mrd.23320;TRUE"
"ki;2020;25270,56;10.3389/fpsyg.2019.02808;TRUE"
"ki;2020;12470,67;10.3390/pathogens9010028;FALSE"
"ki;2020;7101,76;10.3390/pathogens9030207;FALSE"
"ki;2020;25224,36;10.3389/fphar.2020.00026;FALSE"
"ki;2020;23610,3;10.1016/j.scr.2020.101810;FALSE"
"ki;2020;29552,96;10.1089/scd.2019.0064;TRUE"
